id,category,year,rating,genre,certification,movies,degree
Matinee,movie,1993,6.9,"Comedy, Drama",PG,,3
Hugh Grant,actor,,,,,7,2
Parenthood,movie,1989,7.1,"Comedy, Drama",PG-13,,3
Patricia Arquette,actor,,,,,3,2
Devil's Knot,movie,2013,6.1,"Biography, Crime, Drama",Not Rated,,3
Mrs. Henderson Presents,movie,2005,7.0,"Comedy, Drama, Music",R,,3
Nick Nolte,actor,,,,,4,2
Diane Baker,actor,,,,,1,2
Madonna,actor,,,,,1,2
Liam Neeson,actor,,,,,7,2
Pierce Brosnan,actor,,,,,6,2
Marcia DeBonis,actor,,,,,1,2
Edward Scissorhands,movie,1990,7.9,"Drama, Fantasy, Romance",PG-13,,3
Joey Lauren Adams,actor,,,,,1,2
Bonnie Hunt,actor,,,,,1,2
Manuel Garcia-Rulfo,actor,,,,,1,2
Kevin Anderson,actor,,,,,1,2
Beau Bridges,actor,,,,,1,2
Pet Sematary,movie,2019,5.7,"Horror, Mystery, Thriller",R,,3
Suspect,movie,1987,6.6,"Crime, Drama, Mystery",R,,3
Sarah Mahoney,actor,,,,,1,2
Madison Davenport,actor,,,,,1,2
Michelle Dockery,actor,,,,,1,2
Dakota Johnson,actor,,,,,1,2
Untraceable,movie,2008,6.2,"Crime, Mystery, Thriller",R,,3
Charlie Sheen,actor,,,,,3,2
John Lithgow,actor,,,,,20,1
Bad Girls,movie,1994,5.2,"Action, Adventure, Drama",R,,3
Courtney B. Vance,actor,,,,,1,2
Head in the Clouds,movie,2004,6.5,"Drama, Romance, War",R,,3
Lisa Haydon,actor,,,,,1,2
Penélope Cruz,actor,,,,,4,2
Austin Abrams,actor,,,,,1,2
Vincent Perez,actor,,,,,1,2
Pay It Forward,movie,2000,7.2,Drama,PG-13,,3
Disclosure,movie,1994,6.1,"Drama, Thriller",R,,3
William Hurt,actor,,,,,7,2
Bram Stoker's Dracula,movie,1992,7.4,"Drama, Fantasy, Horror",R,,3
Great Balls of Fire!,movie,1989,6.3,"Biography, Drama, Music",PG-13,,3
Maia Brewton,actor,,,,,1,2
Thomas Haden Church,actor,,,,,2,2
Haywire,movie,2011,5.8,"Action, Drama, Thriller",R,,3
Dianna Agron,actor,,,,,1,2
Tom Selleck,actor,,,,,3,2
Three Men and a Little Lady,movie,1990,5.5,"Comedy, Drama, Family",PG,,3
Underworld: Rise of the Lycans,movie,2009,6.5,"Action, Fantasy, Thriller",R,,3
All the Real Girls,movie,2003,6.7,"Drama, Romance",R,,3
Against All Odds,movie,1984,5.9,"Action, Adventure, Crime",R,,3
Saoirse Ronan,actor,,,,,1,2
Olivia Thirlby,actor,,,,,1,2
Allison Janney,actor,,,,,2,2
Randall Batinkoff,actor,,,,,1,2
Casper Van Dien,actor,,,,,1,2
Amy Sedaris,actor,,,,,1,2
Legends of the Fall,movie,1994,7.5,"Drama, Romance, War",R,,3
Anne-Marie Duff,actor,,,,,2,2
Now and Then,movie,1995,6.8,"Comedy, Drama, Romance",PG-13,,3
J.K. Simmons,actor,,,,,3,2
Pam Grier,actor,,,,,1,2
Jessica Capshaw,actor,,,,,1,2
Chris Klein,actor,,,,,1,2
Dangerous Beauty,movie,1998,7.1,"Biography, Drama, Romance",R,,3
Gal Gadot,actor,,,,,2,2
Elizabeth Taylor,actor,,,,,1,2
Will Ferrell,actor,,,,,5,2
I Love Trouble,movie,1994,5.3,"Action, Comedy, Romance",PG,,3
Knight and Day,movie,2010,6.3,"Action, Adventure, Comedy",PG-13,,3
Rachel McAdams,actor,,,,,3,2
For Love of the Game,movie,1999,6.6,"Drama, Romance, Sport",PG-13,,3
Brent Briscoe,actor,,,,,1,2
Zachary David Cope,actor,,,,,1,1
Charles S. Dutton,actor,,,,,1,2
The Break-Up,movie,2006,5.8,"Comedy, Drama, Romance",PG-13,,3
Pokémon: Detective Pikachu,movie,2019,6.5,"Action, Adventure, Comedy",PG,,3
Anthony Howard,actor,,,,,1,2
Limitless,movie,2011,7.4,"Sci-Fi, Thriller",PG-13,,3
Gio Perez,actor,,,,,1,2
Jane Eyre,movie,1996,6.8,"Drama, Romance",PG,,3
Eye for an Eye,movie,1996,6.2,"Crime, Drama, Thriller",R,,3
Hard Candy,movie,2005,7.0,"Drama, Thriller",R,,3
Chum Darang,actor,,,,,1,2
Collin Kelly-Sordelet,actor,,,,,1,2
1900,movie,1976,7.7,"Drama, History",Unrated,,3
1917,movie,2019,8.2,"Action, Drama, War",R,,3
Rachel Weisz,actor,,,,,8,2
Kim Greist,actor,,,,,2,2
Killer Elite,movie,2011,6.4,"Action, Crime, Thriller",R,,3
Vantage Point,movie,2008,6.6,"Action, Crime, Drama",PG-13,,3
Evan Jonigkeit,actor,,,,,1,2
Finch,movie,2021,6.9,"Adventure, Drama, Sci-Fi",PG-13,,3
The Woman in the Window,movie,2021,5.7,"Crime, Drama, Mystery",R,,3
Sebastian Stan,actor,,,,,1,2
Cadillac Man,movie,1990,5.7,"Comedy, Crime",R,,3
The Scarlet Letter,movie,1995,5.3,"Drama, Romance",R,,3
Candice Bergen,actor,,,,,2,2
Helena Bonham Carter,actor,,,,,3,2
Mark Felt: The Man Who Brought Down the White House,movie,2017,6.4,"Biography, Drama, History",PG-13,,3
Arielle Kebbel,actor,,,,,2,2
Wonder,movie,2017,7.9,"Drama, Family",PG,,3
Jacob Tremblay,actor,,,,,1,2
Shimmer Lake,movie,2017,6.3,"Action, Comedy, Crime",Not Rated,,3
The Saint,movie,1997,6.2,"Action, Adventure, Romance",PG-13,,3
Ed Helms,actor,,,,,2,2
John Francis Daley,actor,,,,,1,2
Fiston Barek,actor,,,,,1,2
Adrian Grenier,actor,,,,,1,2
In the Valley of Elah,movie,2007,7.2,"Crime, Drama, Mystery",R,,3
Michelle Rodriguez,actor,,,,,1,2
Kristin Booth,actor,,,,,1,2
Melinda Dillon,actor,,,,,1,2
Chain Reaction,movie,1996,5.6,"Action, Drama, Sci-Fi",PG-13,,3
Deborah Rush,actor,,,,,1,2
Switchback,movie,1997,6.4,"Crime, Mystery, Thriller",R,,3
Unfaithful,movie,2002,6.7,"Drama, Romance, Thriller",R,,3
Sam Rockwell,actor,,,,,24,1
Mncedisi Shabangu,actor,,,,,1,2
Noah Lomax,actor,,,,,1,2
Love Happens,movie,2009,5.6,"Drama, Romance",PG-13,,3
21 Grams,movie,2003,7.6,"Crime, Drama, Thriller",R,,3
Cecil Kellaway,actor,,,,,1,2
The Client,movie,1994,6.7,"Crime, Drama, Mystery",PG-13,,3
Scatman Crothers,actor,,,,,1,2
Truth,movie,2015,6.8,"Biography, Drama, History",R,,3
The Proposal,movie,2009,6.7,"Comedy, Drama, Romance",PG-13,,3
Mark Ruffalo,actor,,,,,6,2
The Captive,movie,2014,5.9,"Crime, Drama, Mystery",R,,3
Point of No Return,movie,1993,6.1,"Action, Crime, Drama",R,,3
A Few Good Men,movie,1992,7.7,"Drama, Thriller",R,,1
Late Night,movie,2019,6.5,"Comedy, Drama",R,,3
Richard Jenkins,actor,,,,,6,2
My Dog Skip,movie,2000,7.0,"Comedy, Drama, Family",PG,,1
Unthinkable,movie,2010,7.0,"Crime, Drama, Thriller",R,,3
Cooper Hoffman,actor,,,,,1,2
Narc,movie,2002,7.1,"Crime, Drama, Mystery",R,,3
Louise Fletcher,actor,,,,,1,2
Tyrese Gibson,actor,,,,,2,2
John Ireland,actor,,,,,1,2
Alec Baldwin,actor,,,,,32,1
Steve Holladay,actor,,,,,1,2
Ian Hart,actor,,,,,1,2
George Cole,actor,,,,,1,2
Sam Claflin,actor,,,,,1,2
Filth,movie,2013,7.0,"Action, Comedy, Crime",R,,3
Walker Scobell,actor,,,,,1,2
Patrick Swayze,actor,,,,,3,2
Tallulah,movie,2016,6.7,"Comedy, Drama, Romance",,,3
Jessica Chastain,actor,,,,,6,2
Marisa Tomei,actor,,,,,5,2
Aaron Taylor-Johnson,actor,,,,,1,2
Derek Luke,actor,,,,,1,2
One False Move,movie,1991,7.1,"Crime, Drama, Thriller",R,,3
Kellie Martin,actor,,,,,1,2
Rachael Harris,actor,,,,,1,2
Hell or High Water,movie,2016,7.6,"Crime, Drama, Thriller",R,,3
Police Academy 2: Their First Assignment,movie,1985,5.7,Comedy,PG-13,,3
Geoffrey Rush,actor,,,,,3,2
A Perfect Day,movie,2015,6.8,"Comedy, Drama, War",R,,3
Topher Grace,actor,,,,,1,2
Eden Lake,movie,2008,6.7,"Horror, Thriller",R,,3
Of Mice and Men,movie,1992,7.5,"Drama, Western",PG-13,,3
Mike White,actor,,,,,1,2
Scarlett Johansson,actor,,,,,4,2
David Lyons,actor,,,,,1,2
Sarah Michelle Gellar,actor,,,,,11,1
Kingsman: The Golden Circle,movie,2017,6.7,"Action, Adventure, Comedy",R,,3
Carrie Fisher,actor,,,,,1,2
John Carroll Lynch,actor,,,,,1,2
Howie Mandel,actor,,,,,1,2
Hoyt Axton,actor,,,,,1,2
Love the Coopers,movie,2015,5.8,"Comedy, Fantasy, Romance",PG-13,,3
The Box,movie,2009,5.6,"Drama, Mystery, Thriller",PG-13,,3
The Lost Boys,movie,1987,7.2,"Comedy, Horror",R,,3
Singles,movie,1992,6.7,"Comedy, Drama, Music",PG-13,,3
Kevin Kline,actor,,,,,7,2
Ben Kingsley,actor,,,,,3,2
Red Lights,movie,2012,6.2,"Drama, Fantasy, Mystery",R,,3
Bruce Almighty,movie,2003,6.8,"Comedy, Fantasy",PG-13,,3
Jessica Alba,actor,,,,,5,2
Molly Hagan,actor,,,,,1,2
Steven Strait,actor,,,,,1,2
Wildling,movie,2018,5.5,"Drama, Fantasy, Horror",R,,3
Michael Sheen,actor,,,,,11,1
Clifton Collins Jr.,actor,,,,,1,2
Twister,movie,1996,6.5,"Action, Adventure, Thriller",PG-13,,3
Joey King,actor,,,,,1,2
Alan Alda,actor,,,,,1,2
Dark Places,movie,2015,6.2,"Crime, Drama, Mystery",R,,3
Helen Shaver,actor,,,,,1,2
Extraordinary Measures,movie,2010,6.4,Drama,PG,,3
Judd Hirsch,actor,,,,,1,2
Kate Hudson,actor,,,,,5,2
Laurence Fishburne,actor,,,,,4,2
Usher,actor,,,,,1,2
Then Came You,movie,2018,6.9,"Adventure, Comedy, Drama",Not Rated,,3
Kathleen Turner,actor,,,,,2,2
David Duchovny,actor,,,,,2,2
Clea DuVall,actor,,,,,2,2
Rupert Everett,actor,,,,,2,2
12 Monkeys,movie,1995,8.0,"Mystery, Sci-Fi, Thriller",R,,3
George Lopez,actor,,,,,1,2
Blues Brothers 2000,movie,1998,4.9,"Action, Comedy, Crime",PG-13,,3
Riki Lindhome,actor,,,,,1,2
Jay Mohr,actor,,,,,6,1
David Boreanaz,actor,,,,,1,2
Frances Sternhagen,actor,,,,,1,2
Jesse Bradford,actor,,,,,1,2
Poltergeist,movie,2015,4.9,"Horror, Thriller",PG-13,,3
Scooby-Doo,movie,2002,5.2,"Adventure, Comedy, Family",PG,,3
Eugene Levy,actor,,,,,2,2
World War Z,movie,2013,7.0,"Action, Adventure, Horror",PG-13,,3
Heart and Souls,movie,1993,7.0,"Comedy, Drama, Fantasy",PG-13,,3
Anjelica Huston,actor,,,,,3,2
Raf Vallone,actor,,,,,1,2
Bruce Willis,actor,,,,,14,2
Michael DeLuise,actor,,,,,1,2
A Series of Unfortunate Events,movie,2004,6.8,"Adventure, Comedy, Family",PG,,3
Seven Psychopaths,movie,2012,7.1,"Comedy, Crime",R,,3
Andy Dick,actor,,,,,2,2
Harry Connick Jr.,actor,,,,,1,2
The Comeback Trail,movie,2020,5.7,"Comedy, Crime",R,,3
Red Sparrow,movie,2018,6.6,"Action, Drama, Thriller",R,,3
Kathryn Alexander,actor,,,,,1,2
LL Cool J,actor,,,,,1,2
Chris O'Neil,actor,,,,,1,2
Paul Herman,actor,,,,,1,2
Boys on the Side,movie,1995,6.5,"Comedy, Drama",R,,3
Larry Crowne,movie,2011,6.1,"Comedy, Drama, Romance",PG-13,,3
Donald Sutherland,actor,,,,,7,2
Mr. Holland's Opus,movie,1995,7.3,"Drama, Music",PG,,3
Summer Catch,movie,2001,5.1,"Comedy, Drama, Romance",PG-13,,3
Chaka Khan,actor,,,,,1,2
Nick Cassavetes,actor,,,,,1,2
Reni Santoni,actor,,,,,1,2
Michael Angarano,actor,,,,,5,2
Melvil Poupaud,actor,,,,,1,2
David Milford,actor,,,,,1,2
Like Crazy,movie,2011,6.6,"Drama, Romance",PG-13,,3
Bottle Rocket,movie,1996,6.9,"Comedy, Crime, Drama",R,,3
Working Girl,movie,1988,6.8,"Comedy, Drama, Romance",R,,3
State of Grace,movie,1990,7.2,"Crime, Drama, Romance",R,,3
Matthew Macfadyen,actor,,,,,2,2
Tom Hardy,actor,,,,,5,2
Dermot Mulroney,actor,,,,,4,2
Michael Keaton,actor,,,,,6,2
Brazil,movie,1985,7.9,"Drama, Sci-Fi, Thriller",R,,3
Liv Ullmann,actor,,,,,1,2
Mother's Day,movie,2016,5.6,"Comedy, Drama, Romance",PG-13,,3
Gena Rowlands,actor,,,,,2,2
Final Fantasy: The Spirits Within,movie,2001,6.4,"Animation, Action, Adventure",PG-13,,3
Philip Baker Hall,actor,,,,,1,2
Maika Monroe,actor,,,,,1,2
The Out-Laws,movie,2023,5.4,"Action, Comedy, Crime",R,,3
Postcards from the Edge,movie,1990,6.7,"Comedy, Drama",R,,3
Jonny Weston,actor,,,,,1,2
Philip Seymour Hoffman,actor,,,,,8,2
Paul Lombardi,actor,,,,,1,2
Chloe East,actor,,,,,1,2
AnnaSophia Robb,actor,,,,,2,2
Jennifer Aniston,actor,,,,,32,1
Lindsay Duncan,actor,,,,,1,2
Jon Heder,actor,,,,,1,2
William Atherton,actor,,,,,1,2
Jack Madigan,actor,,,,,1,2
Todd Field,actor,,,,,1,2
Barnard Hughes,actor,,,,,1,2
Bradley Cooper,actor,,,,,7,2
Joan Bennett,actor,,,,,3,2
The Rookie,movie,1990,5.9,"Action, Crime, Drama",R,,3
Erin Moriarty,actor,,,,,1,2
Jamie Lee Curtis,actor,,,,,3,2
Anna Faris,actor,,,,,3,2
Laws of Attraction,movie,2004,5.8,"Comedy, Romance",PG-13,,3
Barkhad Abdi,actor,,,,,1,2
Sky High,movie,2005,6.3,"Action, Comedy, Family",PG,,3
Dominique Swain,actor,,,,,1,2
Common,actor,,,,,1,2
Jon Abrahams,actor,,,,,1,2
Robin Wright,actor,,,,,8,2
Brawley Nolte,actor,,,,,1,2
Mermaids,movie,1990,6.7,"Comedy, Drama, Romance",PG-13,,3
Marie Wagenman,actor,,,,,1,2
Ralph Fiennes,actor,,,,,2,2
Adventures in Babysitting,movie,1987,6.9,"Adventure, Comedy, Crime",PG-13,,3
Amber Heard,actor,,,,,3,2
Remo Williams: The Adventure Begins,movie,1985,6.4,"Action, Adventure, Comedy",PG-13,,3
"Sex, Lies, and Videotape",movie,1989,7.2,Drama,R,,3
Helen Slater,actor,,,,,1,2
The Postman Always Rings Twice,movie,1981,6.6,"Crime, Drama, Romance",R,,3
Christopher Lambert,actor,,,,,1,2
Gary Oldman,actor,,,,,36,1
Naomi Watts,actor,,,,,6,2
Kenny Wormald,actor,,,,,2,1
Ben Gazzara,actor,,,,,1,2
Beavis and Butt-Head Do America,movie,1996,6.8,"Animation, Adventure, Comedy",PG-13,,3
Fantastic Mr. Fox,movie,2009,7.9,"Animation, Adventure, Comedy",PG,,3
Mercury Rising,movie,1998,6.1,"Action, Crime, Drama",R,,3
Judi Dench,actor,,,,,1,2
Diane Lane,actor,,,,,22,1
Andy Serkis,actor,,,,,2,2
Blue Streak,movie,1999,6.3,"Action, Comedy, Crime",PG-13,,3
Cynda Williams,actor,,,,,1,2
Beyoncé,actor,,,,,1,2
Oblivion,movie,2013,7.0,"Action, Adventure, Sci-Fi",PG-13,,3
Hudson Hawk,movie,1991,5.7,"Action, Adventure, Comedy",R,,3
Winter's Bone,movie,2010,7.1,"Drama, Mystery",R,,3
Draft Day,movie,2014,6.8,"Drama, Sport",PG-13,,3
Duplicity,movie,2009,6.1,"Comedy, Crime, Romance",PG-13,,3
Mare Winningham,actor,,,,,1,2
Julia Stiles,actor,,,,,1,2
Patton Oswalt,actor,,,,,1,2
Olivia Munn,actor,,,,,1,2
Bebe Neuwirth,actor,,,,,2,2
Police Academy 4: Citizens on Patrol,movie,1987,4.9,"Comedy, Crime",PG,,3
The Bounty Hunter,movie,2010,5.5,"Action, Comedy, Romance",PG-13,,3
James Cosmo,actor,,,,,1,2
Anya Taylor-Joy,actor,,,,,2,2
Rebecca Hall,actor,,,,,2,2
Henry Thomas,actor,,,,,1,2
Country Strong,movie,2010,6.3,"Drama, Music",PG-13,,3
The Gambler,movie,2014,6.0,"Crime, Drama, Thriller",R,,3
Runaway Bride,movie,1999,5.6,"Comedy, Romance",PG,,3
Planet Terror,movie,2007,7.0,"Action, Comedy, Horror",R,,3
Catch a Fire,movie,2006,6.7,"Biography, Drama, History",PG-13,,3
Richard Roundtree,actor,,,,,1,2
Let's Be Cops,movie,2014,6.4,"Action, Comedy, Crime",R,,3
Kelly Preston,actor,,,,,12,1
Blown Away,movie,1994,6.2,"Action, Crime, Drama",R,,3
Alfred Molina,actor,,,,,1,2
Alex Neustaedter,actor,,,,,1,2
Jerry Maguire,movie,1996,7.3,"Comedy, Drama, Romance",R,,3
Amy Robinson,actor,,,,,1,2
Will Smith,actor,,,,,6,2
Erika Christensen,actor,,,,,1,2
Meet the Fockers,movie,2004,6.3,"Comedy, Romance",PG-13,,3
Sue Lyon,actor,,,,,1,2
Kim Cattrall,actor,,,,,2,2
Jennifer Connelly,actor,,,,,6,2
Sheeba Chaddha,actor,,,,,1,2
